ID,Language,Source Text,Translated Text
,ar,Backup Limit,الحد الاحتياطي
,ar,Backup job is already queued. You will receive an email with the download link,وظيفة النسخ الاحتياطي بالفعل في قائمة الانتظار. سوف تتلقى رسالة بريد إلكتروني مع رابط التحميل
,ar,Backups,النسخ الاحتياطية
,ar,Banner,االبانر
,ar,Banner HTML,البانر HTML
,ar,Banner Image,البانر صورة
,ar,Banner is above the Top Menu Bar.,بانر فوق أعلى شريط القوائم.
,ar,Bar,شريط
,ar,Base Distinguished Name (DN),قاعدة الاسم المميز (DN)
,ar,Based on Permissions For User,اعتماداً على صلاحيات الموظف
,ar,Beta,تجريبى
,ar,Better add a few more letters or another word,من الأفضل إضافة بضعة أحرف أو كلمة أخرى
,ar,Between,ما بين
,ar,Bio,السيرة الذاتية
,ar,Birth Date,تاريخ الميلاد
,ar,Block Module,وحدة برمجية
,ar,Block Modules,وحدات برمجية
,ar,Blocked,محجوب
,ar,Blog,مدونة
,ar,Blog Category,تصنيف المدونة
,ar,Blog Intro,بدايه المدونه
,ar,Blog Introduction,مقدمة المدونه
,ar,Blog Post,منشور المدونه
,ar,Blog Settings,إعدادات المدونه
,ar,Blog Title,عنوان المدونه
,ar,Blogger,مدون
,ar,Bot,آلي
,ar,Both DocType and Name required,كلا DOCTYPE واسم المطلوبة
,ar,Both login and password required,كل من تسجيل الدخول وكلمة المرور المطلوبة
,ar,Bounced,وثب
,ar,Braintree Settings,إعدادات Braintree
,ar,Braintree payment gateway settings,إعدادات بوابة الدفع Braintree
,ar,Brand HTML,العلامة التجارية HTML
,ar,Brand Image,صورة العلامة التجارية
,ar,Breadcrumbs,مسار التصفح
,ar,Browser not supported,المتصفح غير مدعوم
,ar,Brute Force Security,القوة الغاشمة للأمن
,ar,Build Report,بناء تقرير
,ar,Bulk Delete,حذف بالجملة
,ar,Bulk Edit {0},تحرير بالجمله {0}
,ar,Bulk Rename,إعادة تسمية بالجمله
,ar,Bulk Update,تحديث بالجمله
,ar,Busy,مشغول
,ar,Button,زر
,ar,Button Help,زر المساعدة
,ar,Button Label,زر ملصق
,ar,Bypass Two Factor Auth for users who login from restricted IP Address,تجاوز مصادقة العامل الثاني للموظفين الذين يقومون بتسجيل الدخول من عنوان IP المقيد
,ar,Bypass restricted IP Address check If Two Factor Auth Enabled,تحقق من تجاوز عنوان IP المقيد إذا تم تمكين المصادقة الثنائية
,ar,CC,نسخة
,ar,"CC, BCC & Email Template",CC ، BCC والبريد الإلكتروني نموذج
,ar,CSS,CSS
,ar,CSV,CSV
,ar,Cache Cleared,تحديث الصفحة
,ar,Calculate,إحسب
,ar,Calendar Name,اسم التقويم
,ar,Calendar View,عرض التقويم
,ar,Call,أتصال
,ar,Can Read,يمكنه القراءة
,ar,Can Share,يمكن مشاركة
,ar,Can Write,يمكن كتابة
,ar,Can't identify open {0}. Try something else.,لا يمكن تحديد {0} المفتوح. جرب شيئا آخر.
,ar,Can't save the form as data import is in progress.,لا يمكن حفظ النموذج اثناء استيراد البيانات.
,ar,Cancel {0} documents?,إلغاء {0} مستندات؟
,ar,Cancelled Document restored as Draft,تم استعادة المستند الملغى كمسودة
,ar,Cancelling,إلغاء
,ar,Cancelling {0},الغاء {0}
,ar,Cannot Remove,لا يمكن إزالة
,ar,Cannot cancel before submitting. See Transition {0},لا يمكن الإلغاء قبل الإرسال. شاهد الانتقال {0}
,ar,Cannot change docstatus from 0 to 2,لا يمكن تغيير docstatus 0-2
,ar,Cannot change docstatus from 1 to 0,لا يمكن تغيير docstatus من 1 إلى 0
,ar,Cannot change header content,لا يمكن تغيير محتوى الرأس
,ar,Cannot change state of Cancelled Document. Transition row {0},لا يمكن تغيير حالة المستند ملغاة .
,ar,Cannot change user details in demo. Please signup for a new account at https://erpnext.com,لا يمكن تغيير تفاصيل الموظف في العرض التوضيحي. يرجى الاشتراك للحصول على حساب جديد في https://erpnext.com
,ar,Cannot create a {0} against a child document: {1},لا يمكن إنشاء {0} ضد مستند فرع: {1}
,ar,Cannot delete Home and Attachments folders,لا يمكن حذف المجلدات الرئيسية والمرفقات
,ar,Cannot delete file as it belongs to {0} {1} for which you do not have permissions,لا يمكن حذف الملف لأنه ينتمي إلى {0} {1} الذي ليس لديك صلاحيات
,ar,Cannot delete or cancel because {0} {1} is linked with {2} {3} {4},لا يمكن حذف أو إلغاء لأن {0} {1} مرتبط مع {2} {3} {4}
,ar,Cannot delete standard field. You can hide it if you want,لا يمكنك حذف الحقول القياسية. يمكنك إخفاءها فقط إذا كنت تريد
,ar,Cannot delete {0},لا يمكن حذف {0}
,ar,Cannot delete {0} as it has child nodes,لا يمكن حذف {0} لأن لديها فروع تابعة
,ar,"Cannot edit Standard Notification. To edit, please disable this and duplicate it",لا يمكن تحرير الإشعار القياسي. للتحرير ، يرجى تعطيله وتكراره
,ar,Cannot edit a standard report. Please duplicate and create a new report,لا يمكنك التحرير على التقارير القياسية. يرجى نسخ التقريرالقياسي و التحرير على النسخة الجديدة
,ar,Cannot edit cancelled document,لا يمكنك التحرير على مستند ملغية
,ar,Cannot edit standard fields,لا تستطيع تحرير الحقول القياسية
,ar,Cannot have multiple printers mapped to a single print format.,لا يمكن تعيين طابعات متعددة على تنسيق طباعة واحد.
,ar,Cannot link cancelled document: {0},لا يمكن ربط المستند الملغي: {0}
,ar,Cannot map because following condition fails:,لا يمكن تعيين بسبب فشل الشرط التالي:
,ar,Cannot move row,لا يمكن نقل الصف
,ar,Cannot open instance when its {0} is open,لا يمكن فتح المثيل عندما يكون {0} مفتوحًا
,ar,Cannot open {0} when its instance is open,لا يمكن فتح {0} عندما مثيل لها مفتوح
,ar,Cannot remove ID field,لا يمكن إزالة رقم الحقل
,ar,Cannot set Notification on Document Type {0},لا يمكن تعيين الأشعار على نوع المستند {0}
,ar,Cannot update {0},لا يمكن تحديث {0}
,ar,Cannot use sub-query in order by,لا يمكن استخدام أمر البحث الفرعي بالترتيب
,ar,Cannot {0} {1},لا يمكن {0} {1}
,ar,Capitalization doesn't help very much.,لا تساعد الكتابة بالأحرف الكبيرة كثيرًا.
,ar,Card Details,معلومات البطاقة
,ar,Categorize blog posts.,تصنيف تدوينات المدونة
,ar,Category Description,وصف الفئة
,ar,Cent,سنت
,ar,"Certain documents, like an Invoice, should not be changed once final. The final state for such documents is called Submitted. You can restrict which roles can Submit.",يجب عدم تغيير مستندات معينة ، مثل الفاتورة ، مرة واحدة نهائية. الحالة النهائية لمثل هذه المستندات تسمى مُرسلة. يمكنك تقييد الأدوار التي يمكن إرسالها.
,ar,Chain Integrity,توافق السلسلة
,ar,Chaining Hash,تسلسل هاش
,ar,Change Label (via Custom Translation),تغيير التسمية (عبر الترجمة المخصصة)
,ar,Change Password,تغيير كلمة المرور
,ar,"Change field properties (hide, readonly, permission etc.)",تغيير خصائص الحقل (إخفاء ، للقراءة فقط ، صلاحية الخ )
,ar,Channel,قناة
,ar,Chart Name,اسم الرسم البياني
,ar,Chart Options,خيارات الرسم البياني
,ar,Chart Source,مصدر الرسم البياني
,ar,Chart Type,نوع الرسم البياني
,ar,Charts,الرسوم البيانية
,ar,Chat,الدردشة
,ar,Chat Background,دردشة الخلفية
,ar,Chat Message,دردشة رسالة
,ar,Chat Operators,مشغلي الدردشة
,ar,Chat Profile,دردشة الملف الشخصي
,ar,Chat Profile for User {0} exists.,الملف الشخصي لدردشة الموظف {0} موجود.
,ar,Chat Room,غرفة الدردشة
,ar,Chat Room Name,اسم غرفة الدردشة
,ar,Chat Room User,غرفة دردشة الموظف
,ar,Chat Token,رمز الدردشة
,ar,Chat Type,نوع الدردشة
,ar,Chat messages and other notifications.,.رسائل الدردشة والأشعارات الأخرى
,ar,Check,التحقق من
,ar,Check Request URL,تحقق من عنوان الرابط المطلوب
,ar,"Check columns to select, drag to set order.",تحقق الأعمدة لتحديد، اسحب لضبط الترتيب.
,ar,Check this if you are testing your payment using the Sandbox API,تحقق من ذلك إذا كنت تختبر دفعتك باستخدام واجهة برمجة تطبيقات ساندبوكس
,ar,Check this to pull emails from your mailbox,التحقق من ذلك لسحب رسائل البريد الإلكتروني من صندوق البريد
,ar,Check which Documents are readable by a User,تحقق من المستندات التي يمكن للموظف قراءتها
,ar,Checking one moment,لحظة واحدة جارى الفحص
,ar,Checksum Version,نسخة اختبارية
,ar,Child Table Mapping,تعيين الجدول الفرعي
,ar,Child Tables are shown as a Grid in other DocTypes,يتم عرض الجداول الفرعية كشبكة في DocTypes الأخرى
,ar,Choose authentication method to be used by all users,اختر طريقة المصادقة لاستخدامها من قبل جميع الموظفين
,ar,Clear Error Logs,مسح سجلات الاخطاء
,ar,Clear User Permissions,مسح صلاحيات الموظف
,ar,Clear all roles,مسح كافة الأدوار الوظيفية
,ar,"Clearing end date, as it cannot be in the past for published pages.",تاريخ انتهاء المقاصة ، حيث لا يمكن أن يكون في الماضي للصفحات المنشورة.
,ar,Click here to post bugs and suggestions,انقر هنا لنشر الأخطاء والاقتراحات
,ar,Click here to verify,انقر هنا للتأكيد
,ar,Click on the link below to complete your registration and set a new password,انقر على الرابط أدناه لإكمال التسجيل وتعيين كلمة مرور جديدة
,ar,Click on the link below to download your data,انقر على الرابط أدناه لتنزيل بياناتك
,ar,Click on the link below to verify your request,انقر على الرابط أدناه للتحقق من طلبك
,ar,Click table to edit,انقر الجدول لتحرير
,ar,Click to Set Filters,انقر لضبط الفلاتر
,ar,Clicked,النقر
,ar,Client Credentials,مستندات تفويض العميل
,ar,Client Information,معلومات العميل
,ar,Client Script,العميل النصي
,ar,Client URLs,الروابط للعميل
,ar,Client side script extensions in Javascript,ملحقات النصي جانب العميل في جافا سكريبت
,ar,Collapsible,ضم
,ar,Collapsible Depends On,الضم يعتمد على
,ar,Column,عمود
,ar,Column <b>{0}</b> already exist.,عمود <b>{0}</b> موجودة بالفعل.
,ar,Column Break,فاصل عمودي
,ar,Column Labels:,تسميات العمود:
,ar,Column Name,اسم العمود
,ar,Column Name cannot be empty,اسم العمود لا يمكن أن يكون فارغا
,ar,Columns,الأعمدة
,ar,Columns based on,أعمدة بناء على
,ar,Combination of Grant Type (<code>{0}</code>) and Response Type (<code>{1}</code>) not allowed,الجمع بين نوع المنحة ( <code>{0}</code> ) ونوع الاستجابة ( <code>{1}</code> ) غير مسموح به
,ar,Comment By,تعليق من جانب
,ar,Comment Email,تعليق البريد الإلكتروني
,ar,Comment Type,تعليق نوع
,ar,Comment can only be edited by the owner,لا يمكن تحرير التعليق إلا بواسطة المالك
,ar,Commented on {0}: {1},علق على {0}: {1}
,ar,Comments and Communications will be associated with this linked document,سيتم ربط التعليقات والاتصالات بهذا المستند المرتبط
,ar,Comments cannot have links or email addresses,لا يمكن أن تحتوي التعليقات على روابط أو عناوين بريد إلكتروني
,ar,Common names and surnames are easy to guess.,الأسماء الشائعة والألقاب سهلة التخمين.
,ar,Communicated via {0} on {1}: {2},ترسل عن طريق {0} على {1}: {2}
,ar,Communication Type,نوع الإتصال
,ar,Company History,نبذة عن تاريخ الشركة
,ar,Company Introduction,مقدمة الشركة
,ar,Compiled Successfully,جمعت بنجاح
,ar,Complete By,اكتمل بواسطة
,ar,Complete Registration,أكمال التسجيل
,ar,Complete Setup,أكمال الإعداد
,ar,Completed By,اكتمل بواسطة
,ar,Compose Email,كتابة رسالة الكترونية
,ar,Condition Detail,حالة التفاصيل
,ar,Conditions,الشروط
,ar,Configure Chart,تكوين الرسم البياني
,ar,Configure Charts,تكوين الروسم البيانية
,ar,Confirm,تأكيد
,ar,Confirm Deletion of Data,تأكيد حذف البيانات
,ar,Confirm Request,تأكيد الأمر
,ar,Confirm Your Email,تأكيد البريد الإلكتروني الخاص بك
,ar,Confirmed,مؤكد
,ar,Connected to QZ Tray!,متصلا علبة QZ!
,ar,Connection Name,اسم الاتصال
,ar,Connection Success,نجاح الاتصال
,ar,Connection lost. Some features might not work.,فقد الاتصال، بعض الميزات قد لا تعمل.
,ar,Connector Name,اسم الموصل
,ar,Connector Type,نوع الموصل
,ar,Contact Us Settings,إعدادات الاتصال بنا
,ar,"Contact options, like ""Sales Query, Support Query"" etc each on a new line or separated by commas.","خيارات الاتصال ، مثل ""استعلام المبيعات واستعلام الدعم"" وما إلى ذلك في سطر جديد أو مفصولة بفاصلات."
,ar,Contacts,اتصالات
,ar,Content (HTML),المحتوى (HTML)
,ar,Content (Markdown),المحتوى (تخفيض )
,ar,Content Hash,تجزئة المحتوى
,ar,Content web page.,محتوى الويب الصفحة.
,ar,Conversation Tones,نغمات المحادثة
,ar,Copyright,حق النشر
,ar,Core,جوهر
,ar,Core DocTypes cannot be customized.,لا يمكن تخصيص DocTypes الأساسية.
,ar,Could not connect to outgoing email server,لا يمكن الاتصال بخادم البريد الإلكتروني المنتهية الصادر
,ar,Could not find {0},لا يمكن أن تجد {0}
,ar,Could not find {0} in {1},لا يمكن أن تجد {0} في {1}
,ar,Could not identify {0},لا يمكن تحديد {0}
,ar,Count,عدد
,ar,Country Name,اسم الدولة
,ar,County,محافظة
,ar,Create Chart,إنشاء رسم بياني
,ar,Create New,انشاء جديد
,ar,Create Post,انشاء وظيفة
,ar,Create User Email,انشاء بريد إلكتروني
,ar,Create a New Format,انشاء صيغة جديد
,ar,Create a new record,إنشاء سجل جديد
,ar,Create a new {0},انشاء جديد {0}
,ar,Create and Send Newsletters,إنشاء وإرسال النشرات الإخبارية
,ar,Create and manage newsletter,استحداث وإدارة نشرة إخبارية
,ar,Created,أنشأ
,ar,Created Custom Field {0} in {1},إنشاء الحقل المخصص {0} في {1}
,ar,Created On,منشئه في
,ar,Criticism,خصم
,ar,Criticize,يخصم
,ar,Ctrl + Down,CTRL + Down
,ar,Ctrl + Up,CTRL + Up
,ar,Ctrl+Enter to add comment,على Ctrl + Enter لإضافة تعليق
,ar,Currency Name,اسم العملة
,ar,Currency Precision,فكة العملة
,ar,Current Mapping,التخطيط الحالي
,ar,Current Mapping Action,إجراء رسم الخرائط الحالي
,ar,Current Mapping Delete Start,جار تعيين الخريطة الحالية
,ar,Current Mapping Start,بدء تعيين الخرائط الحالية
,ar,Current Mapping Type,نوع التعيين الحالي
,ar,Currently Viewing,يطلع عليها حاليا
,ar,Currently updating {0},جار تحديث {0}
,ar,Custom,مخصص
,ar,Custom Base URL,عنوان URL لقاعدة مخصصة
,ar,Custom CSS,مخصصة CSS
,ar,Custom DocPerm,DocPerm مخصص
,ar,Custom Field,حقل مخصص
,ar,Custom Fields can only be added to a standard DocType.,يمكن إضافة الحقول المخصصة فقط إلى نوع DocType قياسي.
,ar,Custom Fields cannot be added to core DocTypes.,لا يمكن إضافة الحقول المخصصة إلى DocTypes الأساسية.
,ar,Custom Format,تنسيق مخصص
,ar,Custom HTML Help,مخصصةHTML مساعدة
,ar,Custom JS,مخصصة JS
,ar,Custom Menu Items,قائمة مخصصة أصناف
,ar,Custom Report,تقرير مخصص
,ar,Custom Reports,تقارير مخصصة
,ar,Custom Role,تخصيص الدور الوظيفي
,ar,Custom Script,نص مخصص
,ar,Custom Sidebar Menu,قائمة الشريط الجانبي المخصص
,ar,Custom Translations,ترجمة مخصصة
,ar,Customization,التخصيص
,ar,Customizations Reset,إعادة تعيين التخصيصات
,ar,Customizations for <b>{0}</b> exported to:<br>{1},تم تصدير التخصيصات ل <b>{0}</b> إلى: <br> {1}
,ar,Customize Form,تخصيص نموذج
,ar,Customize Form Field,تخصيص حقل نموذج
,ar,"Customize Label, Print Hide, Default etc.",تخصيص تسمية، إخفاء طباعة، الخ الافتراضي
,ar,Customize...,يخصص ...
,ar,"Customized Formats for Printing, Email",تنسيقات مخصصة للطباعة البريد الإلكتروني
,ar,Customized HTML Templates for printing transactions.,نماذج HTML مخصصة لطباعة المعاملات
,ar,Cut,قص
,ar,DESC,تنازلي
,ar,Daily Event Digest is sent for Calendar Events where reminders are set.,يتم إرسال ملخص الأحداث اليومي لأحداث التقويم المطلوب لها تذكير
,ar,Danger,تحذير
,ar,Dark Color,لون غامق
,ar,Dashboard Chart,رسم بياني لوحة المعلومات
,ar,Dashboard Chart Link,ارتباط الرسم البياني للوحة المعلومات
,ar,Dashboard Chart Source,مصدر رسم بياني لوحة المعلومات
,ar,Dashboard Name,اسم لوحة المعلومات
,ar,Dashboards,لوحة المعلومات
,ar,Data,البيانات
,ar,Data Export,تصدير البيانات
,ar,Data Import,استيراد البيانات
,ar,Data Import Template,نموذج ادخال البيانات
,ar,Data Migration,دمج البيانات
,ar,Data Migration Connector,موصل دمج البيانات
,ar,Data Migration Mapping,تعيين دمج البيانات
,ar,Data Migration Mapping Detail,بيانات دمج بيانات التفاصيل
,ar,Data Migration Plan,خطة دمج البيانات
,ar,Data Migration Plan Mapping,تخطيط خطة دمج البيانات
,ar,Data Migration Run,تشغيل دمج البيانات
,ar,Data missing in table,البيانات الناقصة في الجدول
,ar,Database Engine,محرك قاعدة البيانات
,ar,Database Name,اسم قاعدة البيانات
,ar,Date and Number Format,صيغة التاريخ و الرقم
,ar,Date {0} must be in format: {1},يجب أن يكون التاريخ {0} بالشكل: {1}
,ar,Dates are often easy to guess.,التواريخ غالبا ما تكون سهلة التخمين.
,ar,Day of Week,يوم من الأسبوع
,ar,Days After,بعد أيام 
,ar,Days Before,قبل أيام 
,ar,Days Before or After,قبل أو بعد أيام 
,ar,"Dear System Manager,",عزيزي مدير النظام،
,ar,"Dear User,",عزيزي الموظف،
,ar,Dear {0},عزيزي {0}
,ar,Default Address Template cannot be deleted,لا يمكن حذف النموذج الافتراضي العنوان
,ar,Default Inbox,علبة الوارد الافتراضية
,ar,Default Incoming,الوارد الافتراضي
,ar,Default Outgoing,الصادر الافتراضي 
,ar,Default Print Format,طباعة شكل الافتراضي
,ar,Default Print Language,لغة الطباعة الافتراضية
,ar,Default Redirect URI,رابط اعادة التوجيه الافتراضي
,ar,Default Role at Time of Signup,الدور الوظيفي الافتراضي في وقت التسجيل
,ar,Default Sending,إرسال الافتراضي
,ar,Default Sending and Inbox,صندوق الوارد و الصادر الافتراضي
,ar,Default Sort Field,حقل التصنيف الافتراضي
,ar,Default Sort Order,ترتيب الافتراضي
,ar,Default Value,القيمة الافتراضية
,ar,"Default: ""Contact Us""","الافتراضي: ""اتصل بنا"""
,ar,DefaultValue,القيمة الافتراضية
,ar,Define workflows for forms.,تحديد سير العمل للنماذج
,ar,Defines actions on states and the next step and allowed roles.,يحدد الإجراءات على الحالات والخطوة التالية الأدوار الوظيفية المسموح بها.
,ar,Defines workflow states and rules for a document.,تحديد حالات و قواعد سير العمل للمستند
,ar,Delayed,مؤجل
,ar,Delete Data,حذف البيانات
,ar,Delete comment?,حذف التعليق؟
,ar,Delete this record to allow sending to this email address,احذف هذا السجل للسماح بالإرسال إلى عنوان البريد الإلكتروني هذا
,ar,Delete {0} items permanently?,حذف {0} الأصناف نهائيا؟
,ar,Deleted,حذف
,ar,Deleted DocType,DocType المحذوفة
,ar,Deleted Document,المستند المحذوف
,ar,Deleted Documents,المستندات المحذوفة
,ar,Deleted Name,الاسم المحذوف
,ar,Deleting {0},حذف {0}
,ar,Depends On,يعتمد على
,ar,Descendants Of,متأصل من
,ar,Desk,سطح المكتب
,ar,Desk Access,الوصول للمكتب
,ar,Desktop Icon,أيقونة سطح المكتب
,ar,Desktop Icon already exists,رمز سطح المكتب موجود بالفعل
,ar,Developer,مطور
,ar,Did not add,لم تضف
,ar,Did not cancel,لم يتم الإلغاء
,ar,Did not find {0} for {0} ({1}),لم يتم العثور على {0} لـ {0} ( {1} )
,ar,Did not remove,لم تقم بإزالة
,ar,"Different ""States"" this document can exist in. Like ""Open"", ""Pending Approval"" etc.","مختلف ""الحالات"" في هذه المستند يمكن أن تكون موجودة في. مثل ""فتح"" أو ""في انتظار الموافقة"" الخ."
,ar,Direct,مباشرة
,ar,Direct room with {0} already exists.,توجد غرفة مباشرة بها {0} بالفعل.
,ar,Disable Auto Refresh,تعطيل التحديث التلقائي
,ar,Disable Count,تعطيل العد
,ar,Disable Customer Signup link in Login page,تعطيل رابط تسجيل العملاء في صفحة تسجيل الدخول
,ar,Disable Prepared Report,تعطيل التقرير المعد
,ar,Disable Report,تعطيل تقرير
,ar,Disable SMTP server authentication,تعطيل مصادقة خادم SMTP
,ar,Disable Sidebar Stats,تعطيل إحصائيات الشريط الجانبي
,ar,Disable Signup,تعطيل الاشتراك
,ar,Disable Standard Email Footer,تعطيل تذييل البريد الإلكتروني الافتراضي
,ar,Discard,تجاهل
,ar,Display,عرض
,ar,Display Depends On,العرض يعتمد على
,ar,Do not allow user to change after set the first time,لا يسمح للموظف بالتغيير بعد ضبط المرة الأولى
,ar,Do not edit headers which are preset in the template,لا تقم بتحرير الرؤوس التي يتم ضبطها مسبقا في النموذج
,ar,Do not send Emails,لا ترسل رسائل البريد الإلكتروني
,ar,Doc Event,مستند حدث
,ar,Doc Events,مستند الأحداث
,ar,Doc Status,حالة المستند
,ar,DocField,DocField
,ar,DocPerm,DocPerm
,ar,DocShare,DocShare
,ar,DocType <b>{0}</b> provided for the field <b>{1}</b> must have atleast one Link field,يجب أن يحتوي DocType <b>{0}</b> المتوفر للحقل <b>{1}</b> على حقل ارتباط واحد على الأقل
,ar,DocType can not be merged,لا يمكن دمج DOCTYPE
,ar,DocType can only be renamed by Administrator,DOCTYPE لا يمكن تسميتها من قبل المدير النظام
,ar,DocType is a Table / Form in the application.,DOCTYPE هو الجدول / نموذج في التطبيق.
,ar,DocType must be Submittable for the selected Doc Event,يجب أن يكون DocType قابلاً للترحيل لحدث Doc المحدد
,ar,DocType on which this Workflow is applicable.,DOCTYPE على سير العمل هذا الذي ينطبق.
,ar,"DocType's name should start with a letter and it can only consist of letters, numbers, spaces and underscores",يجب أن يبدأ اسم مستند بحرف ويمكن أن يتكون فقط من الحروف والأرقام والمسافات والشرطات السفلية
,ar,Doctype required,Doctype المطلوبة
,ar,Document,مستند
,ar,Document Follow,متابعة المستند
,ar,Document Follow Notification,مستند متابعة الأشعار
,ar,Document Queued,المستند في قائمة الانتظار
,ar,Document Restored,تمت استعادة المستند
,ar,Document Share Report,تقرير مشاركة المستند
,ar,Document States,حالات المستند
,ar,Document Type is not importable,نوع المستند غير قابل للاستيراد
,ar,Document Type is not submittable,نوع المستند غير قابل للترحيل
,ar,Document Type to Track,نوع المستند لتعقب
,ar,Document Types,أنواع المستندات
,ar,Document can't saved.,لا يمكن حفظ المستند.
,ar,Document {0} has been set to state {1} by {2},تم تعيين المستند {0} على الحالة {1} بواسطة {2}
,ar,Documents,مستندات
,ar,Documents assigned to you and by you.,مستندات مكلفة لك ومنك.
,ar,Domain Settings,إعدادات المجال
,ar,Domains HTML,المجالات HTML
,ar,"Don't HTML Encode HTML tags like &lt;script > or just characters like &lt; or > , as they could be intentionally used in this field",لا إشارات HTML شفر HTML مثل &lt;script > أو مجرد شخصيات مثل &lt;أو > ، لأنها يمكن أن تستخدم عمدا في هذا المجال
,ar,Don't Override Status,لا تجاوز الحالة
,ar,Don't create new records,لا تنشئ سجلات جديدة
,ar,Don't have an account? Sign up,ليس لديك حساب ؟ تسجيل الدخول
,ar,"Don't know, ask 'help'",لا تعرف، أبحث عن المساعدة
,ar,Download Data,تحميل البيانات
,ar,Download Files Backup,تحميل الملفات النسخ الاحتياطي
,ar,Download Link,رابط التحميل
,ar,Download Report,تحميل التقرير
,ar,Download Your Data,قم بتنزيل بياناتك
,ar,Download link for your backup will be emailed on the following email address: {0},سوف نرسل عبر البريد الالكتروني رابط التحميل للنسخ الاحتياطي الخاص بك على عنوان البريد الإلكتروني التالي: {0}
,ar,Download with Data,تحميل مع البيانات
,ar,Drag and Drop tool to build and customize Print Formats.,سحب وإسقاط أداة لبناء وتخصيص تنسيقات طباعة.
,ar,Drag elements from the sidebar to add. Drag them back to trash.,أصناف السحب من الشريط الجانبي لإضافة. جرها إلى سلة المهملات.
,ar,Dropbox Access Key,دروب بوكس مفتاح الوصول
,ar,Dropbox Access Secret,دروب بو كس الدخول السرية
,ar,Dropbox Access Token,دروب بو كس رمز الوصول
,ar,Dropbox Settings,إعدادات دروب بوكس
,ar,Dropbox Setup,إعداد دروب بو كس
,ar,Dropbox access is approved!,تمت الموافقة الوصول دروب بو كس!
,ar,Dropbox backup settings,إعدادات النسخ الاحتياطي دروب بو كس
,ar,Duplicate Filter Name,تكرار اسم الفلتر
,ar,Dynamic Link,الارتباط الديناميكي
,ar,Dynamic Report Filters,فلاتر تقرير ديناميكي
,ar,ESC,زر ESC فى الكيبورد
,ar,Edit Auto Email Report Settings,تحرير إعدادات تقرير البريد الإلكتروني الآلي
,ar,Edit Custom HTML,تحرير مخصص HTML
,ar,Edit DocType,تحرير القائمة
,ar,Edit Filter,تحرير (فلترة)
,ar,Edit Format,تحرير تنسيق
,ar,Edit HTML,تحرير HTML
,ar,Edit Heading,تحرير العنوان
,ar,Edit Properties,تحرير خصائص
,ar,Edit to add content,تحرير لإضافة محتوى
,ar,Edit {0},تحرير {0}
,ar,Editable Grid,قابلة للتحرير Grid
,ar,Editing Row,تحرير صف
,ar,Eg. smsgateway.com/api/send_sms.cgi,على سبيل المثال، smsgateway.com / API / send_sms.cgi
,ar,Email Account Name,البريد الإلكتروني اسم الحساب
,ar,Email Account added multiple times,تمت إضافة حساب البريد الإلكتروني عدة مرات
,ar,Email Addresses,عناوين البريد الإلكتروني
,ar,Email Domain,المجال البريد الإلكتروني
,ar,"Email Domain not configured for this account, Create one?","عنوان مجال البريد الألكتروني غير رقم لهذا الحساب, إنشيء واحد ؟"
,ar,Email Flag Queue,البريد الإلكتروني العلم قائمة الانتظار
,ar,Email Footer Address,تذييل البريد الإلكتروني
,ar,Email Group,البريد الإلكتروني المجموعة
,ar,Email Group List,البريد الإلكتروني قائمة المجموعة
,ar,Email Group Member,أرسل عضو المجموعة
,ar,Email Login ID,رقم تسجيل الدخول إلى البريد الإلكتروني
,ar,Email Queue,قائمة إنتظار البريد الإلكتروني
,ar,Email Queue Recipient,البريد الإلكتروني المستلم قائمة الانتظار
,ar,Email Queue records.,سجلات البريد الإلكتروني قائمة الانتظار.
,ar,Email Reply Help,البريد الالكتروني رد مساعدة
,ar,Email Rule,البريد الإلكتروني القاعدة
,ar,Email Server,خادم البريد الإلكتروني
,ar,Email Settings,إعدادات البريد الإلكتروني
,ar,Email Signature,توقيع البريد الالكترونى
,ar,Email Status,حالة البريد الإلكتروني
,ar,Email Sync Option,خيارات مزامنة البريد الإلكتروني 
,ar,Email Templates for common queries.,قوالب البريد الإلكتروني للاستعلامات الشائعة.
,ar,Email To,البريد الإلكتروني إلى
,ar,Email Unsubscribe,إلغاء الاشتراك البريد الإلكتروني
,ar,Email has been marked as spam,تم وضع علامة على البريد الإلكتروني كغير مرغوب فيه
,ar,Email has been moved to trash,تم نقل البريد الإلكتروني إلى المهملات
,ar,Email not sent to {0} (unsubscribed / disabled),البريد الإلكتروني لا يرسل إلى {0} (غير مشترك / غيرمفعل)
,ar,Email not verified with {0},البريد الإلكتروني غير متحقق من {0}
,ar,Emails are muted,رسائل البريد الإلكتروني هي صامتة
,ar,Emails will be sent with next possible workflow actions,سيتم إرسال رسائل البريد الإلكتروني مع إجراءات سير العمل التالية المحتملة
,ar,Embed image slideshows in website pages.,تضمين عرض الشرائح صورة في صفحات الموقع.
,ar,Enable / Disable Domains,تمكين / تعطيل المجالات
,ar,Enable Auto Reply,تمكين الرد التلقائي
,ar,Enable Automatic Backup,تمكين النسخ الاحتياطي التلقائي
,ar,Enable Chat,تمكين الدردشة
,ar,Enable Comments,تمكين تعليقات
,ar,Enable Incoming,تمكين الوارد
,ar,Enable Outgoing,تمكين البريد الصادر
,ar,Enable Password Policy,تمكين سياسة كلمة المرور
,ar,Enable Print Server,تمكين خادم الطباعة
,ar,Enable Raw Printing,تمكين الطباعة الخام
